category,sub_category,producer,product_type,product,kosher_type,kosher_stamp,comment
"meieri & ost","ost","Tine","-","Julebrunost","m","-","-"
"meieri & ost","ost","Tine","-","Stølstype Geitost","m","-","-"
"meieri & ost","ost","Tine","-","Innherred Brunost","m","-","-"
"meieri & ost","ost","Tine","-","Misvær Brunost","m","-","-"
"meieri & ost","ost","Tine","-","Heidal Brunost","m","-","-"
"meieri & ost","ost","Tine","-","Bestemorost","m","-","-"
"meieri & ost","ost","Tine","-","Junior Fløtemysost","m","-","-"
"meieri & ost","ost","Tine","-","Snøfrisk naturell","m","-","-"
"meieri & ost","ost","Tine","-","Snøfrisk Dill","m","-","-"
"meieri & ost","ost","Tine","-","Snøfrisk Einebær","m","-","-"
"meieri & ost","ost","Tine","-","Snøfrisk® Lett Gressløk","m","-","-"
"meieri & ost","ost","Tine","-","Snøfrisk® Lett Naturell","m","-","-"
"meieri & ost","ost","Tine","-","Snøfrisk® Kantarell","m","-","-"
"meieri & ost","ost","Tine","-","Snøfrisk® Rødløk og Timian","m","-","-"
"meieri & ost","ost","Tine","-","Snøfrisk® Ramsløk og Hvitløk","m","-","-"
"meieri & ost","ost","Tine","-","Mølsgomme","m","-","-"
"meieri & ost","ost","Tine","-","Namdalsgomme","m","-","-"
"meieri & ost","ost","Tine","-","Ryfylkegomme","m","-","-"
"meieri & ost","ost","Tine","-","Prim","m","-","-"
"meieri & ost","ost","Tine","-","Prim Lett","m","-","-"
"meieri & ost","ost","Tine","-","Sprett Prim","m","-","-"

